@relation InstanceResultListener

@attribute Key_Dataset {training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.RandomForest,weka.classifiers.lazy.IBk}
@attribute Key_Scheme_options {'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"'}
@attribute Key_Scheme_version_ID {1116839470751428698,-3080186098777067172}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute Correlation_coefficient numeric
@attribute Number_unclassified numeric
@attribute Percent_unclassified numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,6,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.377129,27.366518,5.719558,14.608114,0.989319,0,0,?,?,?,?,?,?,0.4,0.008,0.390625,0.015625,390.625,15.625,4106240,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,6,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.243831,29.160332,6.405413,15.872149,0.987341,0,0,?,?,?,?,?,?,0.404,0.008,0.390625,0,390.625,0,4002608,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,6,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.144832,30.208155,6.517607,16.810819,0.985795,0,0,?,?,?,?,?,?,0.401,0.008,0.375,0,375,0,4012463,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,6,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,11.947364,36.863043,7.680328,20.261367,0.979488,0,0,?,?,?,?,?,?,0.405,0.009,0.40625,0.015625,406.25,15.625,4049589,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,6,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,8.335415,22.166771,5.093812,11.680027,0.99321,0,0,?,?,?,?,?,?,0.402,0.009,0.40625,0,406.25,0,4039104,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,6,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,11.430176,36.486668,7.220839,20.04798,0.979629,0,0,?,?,?,?,?,?,0.405,0.008,0.375,0,375,0,4020877,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,6,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,10.179318,29.985142,6.330448,16.168378,0.986846,0,0,?,?,?,?,?,?,0.398,0.008,0.359375,0.015625,359.375,15.625,4055883,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,6,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,9.420395,25.421991,5.684797,13.390736,0.991056,0,0,?,?,?,?,?,?,0.409,0.009,0.40625,0.015625,406.25,15.625,4119315,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,6,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,9.897915,29.872968,5.958502,15.679534,0.98758,0,0,?,?,?,?,?,?,0.399,0.008,0.390625,0.015625,390.625,15.625,4060354,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,7,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.834064,29.728773,6.059353,15.97273,0.987126,0,0,?,?,?,?,?,?,0.41,0.009,0.40625,0.015625,406.25,15.625,4105174,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,7,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,11.189466,30.425333,6.61657,15.694638,0.987649,0,0,?,?,?,?,?,?,0.434,0.01,0.4375,0.015625,437.5,15.625,4026814,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,7,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,7.469314,19.694585,4.551886,10.427932,0.994614,0,0,?,?,?,?,?,?,0.477,0.009,0.453125,0.015625,453.125,15.625,4101667,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,7,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.435998,33.301889,6.425262,17.87398,0.983999,0,0,?,?,?,?,?,?,0.414,0.009,0.390625,0.015625,390.625,15.625,3989697,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,7,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.036127,30.872813,6.590243,17.459448,0.98485,0,0,?,?,?,?,?,?,0.433,0.008,0.4375,0.015625,437.5,15.625,3974076,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,7,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.410779,27.360799,6.316729,15.587361,0.987856,0,0,?,?,?,?,?,?,0.413,0.009,0.40625,0,406.25,0,4050166,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,7,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.918389,29.301005,5.784438,15.146063,0.98846,0,0,?,?,?,?,?,?,0.414,0.009,0.421875,0.015625,421.875,15.625,4058852,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,7,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,9.508237,26.321948,5.89784,14.320452,0.989727,0,0,?,?,?,?,?,?,0.43,0.01,0.390625,0.015625,390.625,15.625,4012013,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,7,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,12.749461,36.657487,7.78006,19.326804,0.981473,0,0,?,?,?,?,?,?,0.431,0.008,0.40625,0,406.25,0,3999388,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,7,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,10.29977,28.639469,6.543622,15.727119,0.987547,0,0,?,?,?,?,?,?,0.47,0.008,0.421875,0,421.875,0,4062065,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,8,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.846739,27.864823,6.072331,14.967543,0.9887,0,0,?,?,?,?,?,?,0.495,0.018,0.390625,0.015625,390.625,15.625,4031831,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,8,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,11.680388,32.379178,7.244452,17.462858,0.984634,0,0,?,?,?,?,?,?,0.447,0.009,0.4375,0,437.5,0,3982785,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,8,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.982094,27.498204,6.649485,15.702894,0.987686,0,0,?,?,?,?,?,?,0.403,0.011,0.390625,0.015625,390.625,15.625,4055162,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,8,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,8.349557,26.650979,5.145755,14.338712,0.989734,0,0,?,?,?,?,?,?,0.418,0.008,0.40625,0.015625,406.25,15.625,4071917,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,8,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.206158,27.423782,5.410333,14.101774,0.989863,0,0,?,?,?,?,?,?,0.412,0.009,0.421875,0,421.875,0,4069594,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,8,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.262183,31.621742,6.458829,17.400231,0.98478,0,0,?,?,?,?,?,?,0.421,0.008,0.421875,0.015625,421.875,15.625,3987606,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,8,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.675644,28.505108,5.818432,14.903304,0.988729,0,0,?,?,?,?,?,?,0.425,0.009,0.421875,0.015625,421.875,15.625,4133921,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,8,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,11.085292,28.346529,6.927513,15.215537,0.98837,0,0,?,?,?,?,?,?,0.416,0.008,0.421875,0,421.875,0,4065958,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,8,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,11.996946,34.68862,7.445139,18.763042,0.982412,0,0,?,?,?,?,?,?,0.415,0.014,0.421875,0,421.875,0,4039548,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,8,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,8.589177,27.384468,5.318334,14.701552,0.989224,0,0,?,?,?,?,?,?,0.4,0.008,0.390625,0.015625,390.625,15.625,4046173,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,9,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.862789,30.145432,6.379105,16.73394,0.985954,0,0,?,?,?,?,?,?,0.395,0.008,0.40625,0,406.25,0,3997637,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,9,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.481911,28.61333,6.731373,15.830757,0.987244,0,0,?,?,?,?,?,?,0.414,0.007,0.390625,0,390.625,0,4096736,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,9,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.603569,31.193857,6.351107,16.30409,0.986672,0,0,?,?,?,?,?,?,0.397,0.008,0.375,0,375,0,4169069,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,9,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,11.585358,35.005288,7.047832,18.607429,0.983024,0,0,?,?,?,?,?,?,0.418,0.009,0.390625,0,390.625,0,4033368,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,9,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.450647,30.025397,6.29226,15.839378,0.987489,0,0,?,?,?,?,?,?,0.403,0.009,0.375,0,375,0,4116181,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,9,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,7.591605,20.123685,4.731324,10.872396,0.99415,0,0,?,?,?,?,?,?,0.431,0.01,0.421875,0.015625,421.875,15.625,4154770,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,9,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.505477,30.473021,6.180194,15.703222,0.987743,0,0,?,?,?,?,?,?,0.396,0.009,0.390625,0.015625,390.625,15.625,3982775,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,9,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,9.843751,30.825148,6.226281,16.969407,0.98556,0,0,?,?,?,?,?,?,0.406,0.008,0.375,0.015625,375,15.625,4086540,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,9,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,10.766324,29.25611,6.691794,15.83066,0.986961,0,0,?,?,?,?,?,?,0.4,0.008,0.390625,0.015625,390.625,15.625,4041186,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,9,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,10.286284,27.745656,6.55597,15.200551,0.988097,0,0,?,?,?,?,?,?,0.412,0.009,0.421875,0,421.875,0,4064362,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,10,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,7.566187,22.52637,4.616789,12.007283,0.99263,0,0,?,?,?,?,?,?,0.422,0.009,0.421875,0.015625,421.875,15.625,4031143,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,10,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.044663,24.643081,6.195961,13.135399,0.991355,0,0,?,?,?,?,?,?,0.403,0.008,0.40625,0,406.25,0,4082846,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,10,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,11.277815,32.672706,6.639969,16.837173,0.985909,0,0,?,?,?,?,?,?,0.4,0.008,0.40625,0,406.25,0,4038281,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,10,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.25698,30.469033,5.574714,15.947852,0.98722,0,0,?,?,?,?,?,?,0.406,0.009,0.375,0,375,0,4112813,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,10,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,12.533329,35.953666,7.675119,19.212868,0.981439,0,0,?,?,?,?,?,?,0.405,0.008,0.40625,0,406.25,0,4000871,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,10,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,9.35606,26.675504,5.917205,14.69768,0.989147,0,0,?,?,?,?,?,?,0.404,0.009,0.390625,0.015625,390.625,15.625,4104106,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,10,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2634,293,10.402785,31.01035,6.51155,16.849127,0.985816,0,0,?,?,?,?,?,?,0.399,0.008,0.375,0.015625,375,15.625,4111983,626785,71968,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,10,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,10.049882,28.177678,6.340356,15.405701,0.988055,0,0,?,?,?,?,?,?,0.4,0.009,0.375,0.015625,375,15.625,4053314,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,10,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,11.084237,32.099723,6.924412,17.496392,0.984369,0,0,?,?,?,?,?,?,0.4,0.008,0.390625,0.015625,390.625,15.625,4086308,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,10,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 3',1116839470751428698,20220329.2233,2635,292,9.170601,25.284517,5.996577,14.095049,0.989424,0,0,?,?,?,?,?,?,0.401,0.008,0.390625,0.015625,390.625,15.625,4025761,627022,71731,?,?,?,-1
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,1,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,10.365188,38.740539,6.453335,20.911919,0.978098,0,0,?,?,?,?,?,?,0.001,0.048,0,0.03125,0,31.25,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,1,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,17.215017,51.485576,10.638587,27.836184,0.961376,0,0,?,?,?,?,?,?,0,0.035,0,0.046875,0,46.875,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,1,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,12.883959,42.863901,7.651301,22.193364,0.975078,0,0,?,?,?,?,?,?,0,0.035,0,0.03125,0,31.25,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,1,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,13.293515,45.853119,7.979142,24.054443,0.97136,0,0,?,?,?,?,?,?,0.001,0.034,0,0.046875,0,46.875,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,1,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,12.696246,43.150028,7.914831,23.325206,0.972489,0,0,?,?,?,?,?,?,0,0.035,0,0.03125,0,31.25,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,1,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,12.170648,41.235195,7.707456,22.656371,0.974875,0,0,?,?,?,?,?,?,0,0.033,0,0.03125,0,31.25,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,1,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,12.399317,42.716503,7.664176,23.003632,0.973502,0,0,?,?,?,?,?,?,0,0.033,0,0.046875,0,46.875,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,1,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2635,292,13.589041,45.871993,8.531498,24.900174,0.96914,0,0,?,?,?,?,?,?,0,0.034,0,0.03125,0,31.25,629358,627022,71731,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,1,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2635,292,11.445205,38.434342,7.148648,20.92628,0.978042,0,0,?,?,?,?,?,?,0,0.033,0,0.03125,0,31.25,629358,627022,71731,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,1,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2635,292,11.222603,42.778779,7.150967,23.30269,0.973219,0,0,?,?,?,?,?,?,0,0.033,0,0.03125,0,31.25,629358,627022,71731,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,2,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,14.027304,46.314255,8.793637,25.014237,0.969711,0,0,?,?,?,?,?,?,0,0.034,0,0.03125,0,31.25,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,2,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,15.808874,50.332275,10.022228,27.76279,0.962317,0,0,?,?,?,?,?,?,0,0.035,0,0.03125,0,31.25,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,2,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,10.757679,36.530879,6.373815,18.98738,0.981828,0,0,?,?,?,?,?,?,0,0.033,0,0.03125,0,31.25,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,2,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,11.798635,42.352051,7.401212,22.972025,0.973492,0,0,?,?,?,?,?,?,0,0.035,0,0.03125,0,31.25,629121,626785,71968,?,?,?,?
training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-143,2,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220329.2233,2634,293,9.546075,36.889513,6.053817,20.199983,0.979771,0,0,?,?,?,?,?,?,0,0.034,0,0.046875,0,46.875,629121,626785,71968,?,?,?,?
